publication_number,title,topic,topic_probability,country_code,publication_date
CN-117866772-A,Method for preparing microalgae protein feed by kitchen waste phase-change liquid coupled with chlorella culture,6,0.6652219,CN,20240412
CN-104221956-A,Ecological culture method for preventing river crab pests and diseases from occurring,2,0.39547378,CN,20141224
CN-105211005-A,A kind of ecological stereoscopic culture method of leech seed,3,0.33447695,CN,20160106
CN-111533598-A,Nutrient solution for improving quality of agate red cherries and application thereof,6,0.29386067,CN,20200814
CN-218002012-U,Drying device for microalgae breeding and processing,3,0.46579358,CN,20221209
CN-112678970-A,Aquaculture enzyme-based water quality regulating agent and preparation method thereof,2,0.42612004,CN,20210420
CN-116152804-B,"Method and system for rapidly estimating density, biomass and chlorophyll a of algae",2,0.5181896,CN,20230926
CN-113512567-B,Method for improving oil yield of microalgae in heterotrophic system,6,0.6387886,CN,20230523
CN-102745864-A,Distributed sewage biological treatment process in rural area,2,0.59450716,CN,20121024
CN-103215206-A,Blue-green alga-rice complex operation nitrogen-fixing and carbon-fixing method,3,0.47699285,CN,20130724
CN-103664316-A,Seed coating and preparation method thereof,6,0.24895164,CN,20140326
CN-104073437-B,"A kind of single needle algae, its cultural method, collecting method and its application",3,0.57095075,CN,20170714
CN-104529028-B,Treatment process and device for polyculture fishpond waste water,2,0.5268049,CN,20170222
CN-120000573-A,Composition for relieving scalp aging and preparation process and application thereof,6,0.20340315,CN,20250516
CN-120718172-A,Extraction method of safflower loropetalum chinense polysaccharide and application of safflower loropetalum chinense polysaccharide in reducing blood sugar,6,0.29656816,CN,20250930
CN-206227383-U,A kind of aquarium with interior ecosystem Intelligentized regulating and controlling function,2,0.36323208,CN,20170609
CN-222389705-U,Treatment system for producing biomass energy by using high-concentration wastewater containing antibiotics,2,0.66865075,CN,20250124
CN-118028083-A,Slow flow Bao Cengshi photo-bioreactor,2,0.3939134,CN,20240514
CN-116891805-A,Culture method and culture apparatus,6,0.47484773,CN,20231017
CN-119220384-A,"Gas-liquid exchange structure, culture device and culture method",6,0.5466045,CN,20241231
CN-119257060-A,Automatic algae removal device for culture pond,2,0.49187124,CN,20250107
CN-119586695-A,Feed additive for antibiotic-free crucian cultivation and preparation method thereof,3,0.39305103,CN,20250311
CN-111758548-A,Method for accelerating maturity of enteromorpha algae and method for accelerating release of germ cells of enteromorpha algae,3,0.53038305,CN,20201013
CN-218458362-U,Little algae immobilization breeding carrier degassing unit,2,0.44508332,CN,20230210
CN-218959725-U,Algae cultivation reef with electroplated wire netting,3,0.33511072,CN,20230505
CN-110463598-B,Method for cultivating Laminaria japonica seedlings by utilizing gametophyte clone line,6,0.45643,CN,20210625
CN-111838193-A,Preparation method of biological algistat,3,0.48297143,CN,20201030
CN-112586658-A,Preparation method of high-nutrition artificial seafood,3,0.47333473,CN,20210402
CN-112640773-B,Disinfection treatment method for new branches of sargassum thunbergii,2,0.44964862,CN,20211207
CN-222524501-U,Columnar reactor system for microalgae culture,0,0.54361296,CN,20250225
CN-120229981-A,Organic-inorganic compound fertilizer and application method thereof,0,0.4291724,CN,20250701
CN-218665593-U,Modularized ecological floating island system with synergistic effect of aquatic animals and plants and microorganisms,2,0.5642445,CN,20230321
CN-117209080-A,Eel breeding tail water treatment method,2,0.5114374,CN,20231212
CN-106489724-B,A kind of method of north sea area kelp variety purification,3,0.41933662,CN,20180717
CN-107475090-A,A kind of new tidal type bioreactor,2,0.5958257,CN,20171215
CN-109503413-B,Monocyclic ring nerolidine type sesquiterpene derivative and preparation and application thereof,3,0.46420345,CN,20210928
CN-110627863-A,"Proteoglycan extraction method, proteoglycan extract, application of proteoglycan extract and cosmetic",6,0.37965846,CN,20191231
CN-111087079-A,Attached algae dominantly growing water body biological purification treatment device,2,0.61818916,CN,20200501
CN-112655803-A,Gel candy and preparation process thereof,5,0.354796,CN,20210416
CN-119574311-A,Evaluation method and application of kelp anti-falling capability,3,0.4664055,CN,20250307
CN-120338978-A,Algae cultivation management method based on multi-parameter optimization,3,0.47994408,CN,20250718
CN-102976495-A,Inorganic immobilized bio-floating bed for controlling water quality of intensive fishpond,2,0.5270207,CN,20130320
CN-103333803-A,Automatic cultivation and addition method of bait algae,3,0.43736827,CN,20131002
CN-214780812-U,Aquaculture tail water treatment device with sediment collection function,2,0.34842455,CN,20211119
CN-117814150-A,Method for raising snails in paddy field in hanging mode,4,0.27632183,CN,20240405
CN-219058932-U,Photo-biological reaction tank system for microalgae culture,2,0.57528687,CN,20230523
CN-221460090-U,Reinforced water purification ecological floating bed,2,0.5189905,CN,20240802
CN-113229135-A,Macro algae cultivation device,3,0.53168154,CN,20210810
CN-114804328-A,Method for assimilating and recycling high ammonia nitrogen wastewater by partially and completely nitrifying microalgae,2,0.62821305,CN,20220729
CN-109757147-A,A kind of straw utilization method for alleviating the soil salinization,2,0.439634,CN,20190517
CN-110697900-A,Device for treating water eutrophication by using ATS algae screen filtering system,2,0.50629985,CN,20200117
CN-112156063-A,Repair essence containing plant stem cell extract and preparation method thereof,6,0.33025783,CN,20210101
CN-102174409-A,Method for quickly accumulating grease through mixotrophic sterile culture of microalgae,3,0.70369875,CN,20110907
CN-103232118-A,Sodium lignin sulfonate compound corrosion and scale inhibitor and preparation method thereof,2,0.33306986,CN,20130807
CN-104803523-A,Electric flocculation and air floatation combined continuous microalgae harvesting device and method,3,0.5701801,CN,20150729
CN-105060980-A,Special fertilizer for aquaculture and preparation method thereof,3,0.420812,CN,20151118
CN-117413739-A,Planting method of kohlrabi,0,0.49865073,CN,20240119
CN-117925409-A,Microalgae culture method and device suitable for laboratory acidification conditions,6,0.5886584,CN,20240426
CN-110564645-B,Chlorella endophyte and application thereof in promoting growth of chlorella,6,0.55910486,CN,20201201
CN-104604951-B,A kind of method that utilization lichee fallen leaves suppress Growth of Microcystis in Water,2,0.5049769,CN,20170728
CN-117865335-B,Method for treating high ammonia nitrogen wastewater by using mixed algae film,2,0.5749501,CN,20250926
CN-206538431-U,Microalgae intelligent regulates and controls two-sided double-deck photo-biological culture apparatus,1,0.34578368,CN,20171003
CN-207685255-U,Microalgae cures culture apparatus,3,0.5376704,CN,20180803
CN-101560541-B,Method of producing enterodiol and enterolactone,6,0.35527846,CN,20110629
CN-103420484-B,A kind of original position regulation and control algae phase of aquaculture pond and the method for water quality,2,0.54760516,CN,20160113
CN-114503908-A,Kelp seedling culture method for controlling zoospore diffusion through accurate counting,6,0.38104272,CN,20220517
CN-114711343-A,Seaweed feed for river crabs and automatic feeding equipment thereof,3,0.29612532,CN,20220708
CN-114436719-A,Nutrient solution suitable for vegetable seedling culture in plant factory and seedling culture method,6,0.36702132,CN,20220506
CN-101838612-B,New geotrichum and application thereof in degradation of single-cell seaweed polysaccharide,3,0.4877503,CN,20120613
CN-101579071-B,Method for removing arsenic from seaweed extract,3,0.42311978,CN,20120905
CN-115215846-B,"Fluorescent probe, synthesis method thereof and detection method of CN - Applications of (2)",4,0.27612388,CN,20231222
CN-115745303-B,Method for promoting symbiosis and efficient recovery of algae by utilizing foam generated by fish manure fermentation,3,0.6355884,CN,20250624
CN-211581230-U,Bottom device for sea cucumber culture pond bottom,3,0.29442185,CN,20200929
CN-106532196-A,Flocculation microalgae apparatus and method for aluminum air fuel cell,3,0.5111628,CN,20170322
CN-107746863-A,A kind of preparation method of high heating value microalgae biodiesel,5,0.7756343,CN,20180302
CN-108611304-A,A kind of method that nostoc ecological simulation is fresh-keeping,2,0.46985644,CN,20181002
CN-108977402-B,Culture method for obtaining high-content glycerol glucoside algae cells,3,0.57302016,CN,20210101
CN-112694228-B,Biogas slurry purification method based on bacterial-algae symbiosis,2,0.5433972,CN,20220218
CN-111676126-B,Airlift photobioreactor for microalgae culture,6,0.5747715,CN,20230210
CN-110628470-A,Preparation method for extracting algae oil by two-phase solvent extraction method,5,0.5944498,CN,20191231
CN-203668367-U,Microalgae photobioreactor,6,0.58951813,CN,20140625
CN-116332363-A,Method for treating acidic manganese-containing wastewater by cooperation of free microalgae and immobilized manganese oxidizing bacteria,2,0.56919837,CN,20230627
CN-116496967-B,Promoter for improving content of microalgae active substances and application thereof,6,0.58432835,CN,20240301
CN-116694517-A,Nitrogen fixation candida cyanobacteria and application thereof,6,0.36021754,CN,20230905
CN-118006432-A,Biological induction hollow fiber membrane and CO2Preparation method of microalgae-trapping culture reactor,2,0.5822935,CN,20240510
CN-118222403-A,Method for large-scale cultivation of Phanerochaete chrysosporium,6,0.6354028,CN,20240621
CN-118805717-A,Pond culture method for sinonovacula constricta lamarck,2,0.40897584,CN,20241022
CN-117660604-B,FFPE reference for NGS detection and preparation method and application thereof,2,0.23657408,CN,20240416
CN-105923667-B,Inhibit the pressurization control algae oxygenate apparatus of breeding water body blue algae growth,2,0.45054376,CN,20190125
CN-103228779-A,Bioremediation system and devices and methods therefor,2,0.50320274,CN,20130731
CN-104186394-A,Cultivation method for crystal shrimps,3,0.37785935,CN,20141210
CN-104928172-A,Ventilation and temperature control system for algae culture and algae culture system,2,0.53232986,CN,20150923
CN-105000967-A,Special fertilizer for Chinese leek shoot soilless culture,6,0.383887,CN,20151028
CN-107937276-B,Method for promoting carbon sequestration growth of chlorella by mixing and regulating carbon dioxide and acetic acid,2,0.55190563,CN,20210528
CN-108949523-A,A kind of technique and system of industrialized production glycosylglycerol,6,0.6161314,CN,20181207
CN-111500465-A,Method for cultivating microalgae by utilizing biogas slurry in pig farm and fully utilizing biogas slurry to prepare bio-oil,0,0.6930349,CN,20200807
CN-112501216-B,Method for efficiently producing tretinoin from green algae,3,0.48433694,CN,20230411
CN-210122564-U,Be applied to alga analysis&#39;s automatic sampling device,3,0.46985537,CN,20200303
CN-216663085-U,A photobioreactor for algae cultivation,2,0.5086837,CN,20220603
CN-110144296-B,"Culture medium for culturing astaxanthin-producing microalgae, and economic culture method and application of astaxanthin-producing microalgae",2,0.6012552,CN,20210518
CN-101285075-B,Coupling method for biogas fermentation and autotrophic freshwater microalgae culture,2,0.719949,CN,20100728
CN-110628646-A,Method for improving yield of oil and fat of growing microalgae in sewage and in-situ flocculation recovery efficiency,2,0.677562,CN,20191231
CN-111349680-B,Process for preparing biodiesel by using single needle algae cells,5,0.61855435,CN,20221227
CN-114467733-A,Sectional type shrimp-grass/vegetable-algae symbiotic ecological breeding system and breeding method,3,0.49072063,CN,20220513
CN-113462574-B,Marine nannochloropsis LAMB205 and ciliates algae preventing and treating agent and preventing and treating method,2,0.52368236,CN,20230321
CN-112553084-A,Preparation method of composite microorganism functional feed,0,0.51344913,CN,20210326
CN-113755325-B,Microalgae culture and separation device based on N/S-CQDs built-in light source,6,0.5535534,CN,20230502
CN-113773982-A,"Oligoxymonas strain KT48, algae-dissolving bacterium solution and preparation method and application thereof",2,0.54384243,CN,20211210
CN-102008930-A,Photo-biological reaction device for removing carbon dioxide from flue gas,2,0.5660329,CN,20110413
CN-102492758-A,Method for preparing Caspase-3 activation peptide by phycocyanin,6,0.22658144,CN,20120613
